"name","gender","ethnicity","age","income","marital.status","years.education","occupation","years.on.earth","birth.world","IQ","height"
"Shanice Ursery","female","black",46,58210,"single",16,"employed",16,"earth",99.4674083244007,1.5968044499464
"Nisha Nguyen","female","asian",34,59482,"widowed",14,"employed",30,"earth",103.176429191618,1.61905857514971
"Weston Mack","male","white",20,51114,"single",12,"employed",16,"earth",86.6986752256567,1.60245695165482
"Phally Van","female","asian",27,47331,"single",12,"employed",21,"earth",77.8724384656567,1.46723463079394
"Tyler Nguyen","male","asian",33,58564,"married",19,"employed",31,"earth",118.502290317177,1.83568346232597
"Orson Thompson","male","indigenous",64,112376,"single",22,"employed",3,"earth",114.973141469914,1.80980303744603
"Jack Elbaroug","male","white",25,49775,"married",11,"employed",17,"earth",72.4130025619501,1.49769535212097
"Paige Niedling","female","white",26,156610,"married",18,"employed",18,"earth",120.775665362328,1.72465399217397
"Hannah Clifford","female","white",38,62980,"married",17,"employed",20,"earth",97.2863591874828,1.5837181551249
"Henry Pollak","other","asian",28,46486,"married",13,"employed",22,"earth",84.5744254446147,1.50744655266769
"Mamoon el-Arif","male","arabic",50,72764,"single",20,"employed",15,"earth",88.566185400067,1.61615202626716
"Rocky Rodriguez","male","indigenous",61,67133,"single",21,"employed",4,"earth",100.258662368798,1.70189685737119
"Qu Onu Arguello","male","black",42,111872,"married",19,"employed",18,"earth",108.346865027502,1.76121034353502
"Derrick Appiah","male","black",43,169674,"single",24,"employed",18,"earth",130.464240717049,1.92340443192502
"Jamie Lo","female","asian",35,85265,"married",21,"employed",28,"earth",105.029271692006,1.63017563015204
"Dean Slouka","male","white",38,38445,"married",14,"employed",21,"earth",73.8599837697959,1.50830654764517
"Kevin Sharp","male","asian",32,86773,"divorced",12,"employed",31,"earth",102.689509424378,1.7197230691121
"Mufeeda el-Shams","female","arabic",52,157858,"divorced",18,"employed",13,"earth",100.458011706602,1.60274807023961
"Tremel Burgos","female","black",40,62482,"married",18,"employed",20,"earth",131.827515234651,1.79096509140791
"Furqaan el-Selim","male","arabic",53,59098,"married",17,"employed",12,"earth",97.4716873719279,1.68145904072747
"Shareefa el-Mohammad","female","arabic",49,44457,"divorced",10,"employed",15,"earth",90.7952907193159,1.5447717443159
"Dajaun Chung","male","black",40,73328,"married",23,"employed",20,"earth",126.587564864648,1.89497547567409
"Sunjot Lawson","male","asian",32,30802,"married",9,"employed",31,"earth",59.7355072836323,1.4047270534133
"Ryan Mccarty","male","white",26,165090,"married",17,"employed",18,"earth",100.024725733988,1.70018132204924
"Nisma el-Karam","female","arabic",56,42565,"married",12,"employed",11,"earth",90.6532458579051,1.54391947514743
"Bakar el-Amara","male","other",55,49989,"married",12,"employed",12,"earth",85.0539233893225,1.59039543818837
"Alyxandra Pray","other","black",39,37237,"single",12,"employed",20,"earth",67.6519263193418,1.40591155791605
"Shirley Smith","female","black",47,41681,"married",12,"employed",16,"earth",92.4293980732087,1.55457638843925
"Devonte Moore","male","black",42,80507,"married",16,"employed",18,"earth",99.0599220720135,1.69310609519477
"Michael Roberts","male","white",24,93334,"divorced",16,"employed",16,"earth",95.4250772112065,1.66645056621551
"Mariah Elam","female","white",24,52837,"single",12,"employed",15,"earth",85.006189757055,1.51003713854233
"Jaleela al-Amini","female","arabic",54,89769,"married",13,"employed",12,"earth",100.440142784423,1.60264085670654
"Gaitha al-Naderi","female","arabic",55,39519,"married",12,"employed",12,"earth",82.6460543484892,1.49587632609094
"Balkarn Johnson","male","asian",32,97448,"single",21,"employed",31,"earth",112.041369259702,1.78830337457115
"Christian King","male","asian",29,81258,"single",13,"employed",24,"earth",97.9569029051753,1.68501728797129
"Vincent Hall Pricket","other","black",43,80755,"married",12,"employed",18,"earth",93.3071901485587,1.55984314089135
"Amanda Perez","female","hispanic",57,165128,"married",15,"employed",7,"earth",105.506739905545,1.63304043943327
"Rashad Robb","male","black",44,78872,"married",18,"employed",18,"earth",110.436923957489,1.77653744235492
"Zachary Wilbur","male","white",37,61826,"single",14,"employed",25,"earth",81.5907196505423,1.56499861077064
"Padua Park","female","asian",34,60116,"single",16,"employed",31,"earth",102.447160238757,1.61468296143254
"Ashleigh Piazza","female","asian",26,49958,"married",10,"employed",19,"earth",71.3455546807321,1.42807332808439
"Amal al-Saidi","female","arabic",50,58260,"married",12,"employed",15,"earth",85.949254812319,1.51569552887391
"Dillon Tota","nonbinary","white",23,52227,"single",12,"employed",14,"earth",75.9732201621411,1.45583932097285
"Tia Wong","female","asian",31,64134,"single",16,"employed",28,"earth",96.5820476318765,1.57949228579126
"Fawwaaz el-Hanif","male","arabic",52,30305,"single",10,"employed",13,"earth",76.1899461364946,1.52539293833429
"Colby Shimpa","male","white",25,73700,"single",12,"employed",17,"earth",99.2547092656952,1.6945345346151
"David Asmarzadeh","male","asian",33,61496,"married",11,"employed",31,"earth",87.6662955663987,1.60955283415359
"Juliet Lee","female","asian",27,135831,"single",16,"employed",21,"earth",109.439340728973,1.65663604437384
"Joselin Duran","female","hispanic",58,77014,"married",17,"employed",6,"earth",114.138360907028,1.68483016544217
"Matthew Gustafson","male","asian",29,107771,"single",18,"employed",24,"earth",110.739897937066,1.77875925153849
"Aaron Baer","male","white",25,65990,"single",16,"employed",17,"earth",106.334492840734,1.74645294749871
"Raphael Mills","male","asian",33,82630,"married",14,"employed",31,"earth",99.4693131253111,1.69610829625228
"Danny Ponce","male","hispanic",59,76934,"married",17,"employed",6,"earth",90.0789040638863,1.6272452964685
"Miqdaam al-Rahaim","male","arabic",50,54855,"married",12,"employed",15,"earth",86.0466838792481,1.59767568178115
"Samantha Baylor","female","white",25,106197,"single",16,"employed",17,"earth",93.6286861223168,1.5617721167339
"Kyle Lotz","male","white",37,60504,"married",12,"employed",25,"earth",76.8414125082867,1.5301703583941
"Hannah Ali","female","asian",29,41950,"single",12,"employed",24,"earth",70.4888233012727,1.42293293980764
"Keiandra Mcdowell","female","indigenous",62,68171,"married",22,"employed",4,"earth",113.337822261818,1.68002693357091
"Devynn Velasco Bonilla","male","hispanic",57,69924,"single",18,"employed",8,"earth",104.6763675376,1.7342933619424
"Elisabeth De Werd","female","asian",28,94463,"married",19,"employed",22,"earth",106.386821256713,1.63832092754028
"Louis Hubbart","male","black",41,42207,"divorced",12,"employed",19,"earth",89.944206721067,1.62625751595449
"Joshua Jendzel-Scott","male","white",37,98117,"married",18,"employed",25,"earth",94.4341564064064,1.65918381364698
"Mikayla Rising","female","other",23,79935,"married",16,"employed",14,"earth",103.392718400381,1.62035631040229
"Zeth Garza","male","indigenous",66,61749,"single",16,"employed",2,"earth",109.310119020074,1.76827420614721
"Esperanza Herrera","female","hispanic",57,83729,"married",18,"employed",8,"earth",105.21234547717,1.63127407286302
"David Untalan","male","asian",28,70976,"single",22,"employed",22,"earth",114.458591380088,1.80602967012065
"Johanna Ford","female","black",47,140998,"married",22,"employed",16,"earth",138.131815937542,1.82879089562525
"Nathan Vice","male","white",25,102611,"single",13,"employed",17,"earth",90.4744129710595,1.6301456951211
"Abraham Woodson","male","black",47,210554,"single",19,"employed",16,"earth",109.870987432853,1.77238724117425
"Thien Thanh Macdougall","female","asian",29,122420,"single",18,"employed",24,"earth",97.9985814643898,1.58799148878634
"Matthew Dettmann","male","indigenous",67,64946,"married",15,"employed",2,"earth",98.9565325174667,1.69234790512809
"Zane Wells","male","white",26,55220,"married",13,"employed",18,"earth",104.18617193433,1.73069859418509
"Jennifer Muller","female","asian",29,61363,"single",16,"employed",25,"earth",94.5145691519734,1.56708741491184
"Dante Tollerson","male","black",44,63950,"married",16,"employed",18,"earth",97.2010910056397,1.67947466737469
"Megan Herlin","female","white",38,56013,"single",19,"employed",21,"earth",104.429054759799,1.62657432855879
"Kendall Abram","male","black",40,192885,"single",17,"employed",20,"earth",105.422149161741,1.7397624271861
"Mu,Aawiya al-Hashmi","male","arabic",53,84042,"married",16,"employed",13,"earth",105.177098833207,1.73796539144352
"Quiauna Giltner","female","black",46,101721,"married",20,"employed",16,"earth",109.485839026467,1.6569150341588
"Rhett Robinson","male","white",24,41364,"married",12,"employed",15,"earth",89.5051488271194,1.62303775806554
"Angelina Cloud","female","indigenous",68,84294,"married",18,"employed",1,"earth",93.4701910719515,1.56082114643171
"Pete Taylor","male","black",40,51610,"married",12,"employed",19,"earth",80.328322356586,1.55574103061496
"Liren Michael Le","male","asian",36,168389,"married",22,"employed",26,"earth",112.355254221562,1.79060519762479
"Charil Alexander","female","black",42,68075,"married",12,"employed",19,"earth",90.0207944230149,1.54012476653809
"Avani Sudendra","female","asian",30,48753,"married",16,"employed",26,"earth",91.4839290050618,1.54890357403037
"Tyler Trang","male","asian",29,156466,"single",16,"employed",24,"earth",98.2116611649463,1.68688551520961
"Ashley Peek","female","black",42,93381,"divorced",20,"employed",18,"earth",122.24831704834,1.73348990229004
"Jerrod Mensah","male","black",47,67492,"single",15,"employed",16,"earth",101.488446539097,1.71091527462004
"Kalina Preap","female","asian",29,76138,"single",12,"employed",24,"earth",74.3961479604701,1.44637688776282
"Nu'ma el-Ayoub","female","arabic",54,85577,"single",20,"employed",12,"earth",130.270703480457,1.78162422088274
"Jared Medina","male","black",45,42401,"married",9,"employed",18,"earth",79.7088443942172,1.55119819222426
"Ronan Reed","male","white",23,146862,"single",14,"employed",14,"earth",98.6578572543466,1.69015761986521
"Shawqi al-Latif","male","arabic",54,88217,"single",18,"employed",12,"earth",104.087227771532,1.7299730036579
"Neil Ralpho","male","asian",34,130569,"married",21,"employed",30,"earth",125.378894419114,1.88611189240684
"Aadam el-Darwish","male","arabic",54,63534,"divorced",16,"employed",12,"earth",87.5120596623832,1.60842177085748
"Raamiz al-Mirza","male","arabic",55,168374,"married",22,"employed",12,"earth",145.317716906116,2.03232992397818
"Tre'Via Barrow","female","black",47,44670,"divorced",12,"employed",16,"earth",90.4767326436895,1.54286039586214
"Michael Haddenham","nonbinary","white",38,40926,"single",15,"employed",21,"earth",88.2305234900636,1.52938314094038
"Amy Kim","female","asian",33,68031,"single",18,"employed",31,"earth",97.0713663136283,1.58242819788177
"Alyssia Nguyen","female","asian",36,50316,"single",16,"employed",27,"earth",92.4450919671629,1.55467055180298
"Shadara Leroy","female","black",43,113625,"married",19,"employed",18,"earth",115.858392873796,1.69515035724278
"Kaleem el-Yacoub","male","arabic",49,139926,"married",14,"employed",15,"earth",108.677278184628,1.76363337335394
"Daizhon Leahy","male","black",45,45530,"single",12,"employed",17,"earth",91.9106423132449,1.64067804363046
"Chrystina Komatsu","female","asian",36,106451,"married",22,"employed",27,"earth",93.0858188168183,1.55851491290091
"Phillipos Starks","male","black",40,93843,"married",20,"employed",20,"earth",104.20326771538,1.73082396324612
"Jason Zhu","male","asian",30,78387,"married",16,"employed",26,"earth",102.294297816858,1.71682485065696
"Radiyya el-Zaki","female","arabic",54,70974,"married",16,"employed",12,"earth",97.4441247950479,1.58466474877029
"Kelley Tate","female","white",23,53605,"single",11,"employed",14,"earth",88.6582811756152,1.53194968705369
"Rachael Maez","female","indigenous",62,90600,"single",14,"employed",4,"earth",91.9182491432784,1.55150949485967
"Trey David","male","black",40,94774,"married",18,"employed",20,"earth",117.074460138885,1.82521270768516
"Jacina Warszawski","female","indigenous",63,116040,"married",16,"employed",4,"earth",107.355247196993,1.64413148318196
"Jumaana el-Shafi","female","arabic",48,139861,"married",21,"employed",15,"earth",125.402521846458,1.75241513107875
"Efren Neuschwanger","male","other",60,47904,"married",18,"employed",5,"earth",106.687184408828,1.74903935233141
"Alexander Baker","male","white",23,35023,"single",16,"employed",14,"earth",92.165978163863,1.642550506535
"Craig Beverly","male","other",39,108606,"married",24,"employed",20,"earth",107.808868760864,1.75726503757967
"Kayla Mckinney","female","black",44,112568,"married",22,"employed",17,"earth",100.724647952933,1.6043478877176
"John Methuselah","male","asian",34,89915,"married",18,"employed",31,"earth",106.113899045009,1.7448352596634
"Daniel Hankey","male","white",22,111836,"single",16,"employed",13,"earth",92.5644212351506,1.6454724223911
"Boris Waldner","male","black",46,147465,"single",22,"employed",17,"earth",128.209179677483,1.90686731763487
"Beau Simon","male","white",24,51382,"single",12,"employed",15,"earth",75.5639626755713,1.52080239295419
"Jacob Toenniges","male","white",38,67740,"married",12,"employed",21,"earth",79.3579748215731,1.54862514869154
"Varun Kallina-Tran","male","asian",35,54405,"married",18,"employed",29,"earth",116.401123269584,1.82027490397695
"Carrie Adair","female","white",22,45872,"single",12,"employed",13,"earth",83.9292517820193,1.50357551069212
"Cheemeng Vang","male","asian",28,88232,"single",19,"employed",22,"earth",113.664389838553,1.80020552548272
"Natasha Redmond","female","other",44,40880,"married",9,"employed",18,"earth",58.8026584035803,1.35281595042148
"Bret Blakney","male","white",22,49368,"single",12,"employed",13,"mars",84.728935064716,1.68801219047458
"Siraaj el-Muhammed","male","arabic",51,77240,"married",13,"employed",15,"earth",92.7506053708685,1.6468377727197
"Malik Taylor","male","black",43,68394,"single",13,"employed",18,"earth",96.1152200783455,1.67151161390787
"Cierra Martin","other","indigenous",66,37727,"married",12,"employed",2,"earth",75.8212317594177,1.45492739055651
"Safaaa al-Beydoun","female","arabic",52,120087,"married",16,"employed",13,"earth",99.0820462302623,1.59449227738157
"Taalib al-Hamady","male","other",55,54380,"single",16,"employed",12,"earth",92.7435842379807,1.64678628441186
"Vishnu Nguyen","male","asian",32,108298,"single",18,"employed",31,"earth",108.315169994725,1.76097791329465
"David Ellis","male","black",39,115230,"married",22,"employed",20,"earth",123.940812392777,1.87556595754703
"Marshall Nguyen","male","asian",30,47592,"divorced",15,"employed",26,"earth",94.100392573755,1.65673621220754
"Lauren Mckenzie","female","indigenous",62,46001,"widowed",21,"employed",4,"earth",103.660535946128,1.62196321567677
"Daleel el-Saab","male","arabic",49,42978,"married",16,"employed",15,"earth",104.023834654851,1.72950812080224
"Kalita Antonio","female","asian",35,96890,"single",18,"employed",29,"earth",111.874518392846,1.67124711035708
"Sumayya el-Dib","female","arabic",52,129124,"married",16,"employed",13,"earth",95.8691418586941,1.57521485115216
"Hamda al-Saade","female","arabic",56,92465,"married",22,"employed",11,"earth",118.895256978309,1.71337154186986
"Shiirah Carr","female","indigenous",64,85153,"single",18,"employed",3,"earth",110.21649654385,1.6612989792631
"Jaurdane Price","female","black",42,50251,"married",14,"employed",19,"earth",96.5134219167635,1.57908053150058
"Yo Han Weston","male","asian",36,59787,"divorced",12,"employed",27,"earth",75.1263867243125,1.51759350264496
"Atiyya al-Saba","female","arabic",50,80839,"married",12,"employed",14,"earth",93.5004904053532,1.56100294243212
"Tenzin Terahara","female","asian",29,127469,"married",19,"employed",25,"earth",109.321370254679,1.65592822152807
"Nikoma Gonzales","female","indigenous",79,97714,"married",21,"employed",79,"earth",116.121255861429,1.69672753516857
"Katalina Jefferson","female","indigenous",66,132356,"divorced",18,"employed",2,"earth",93.8261860312974,1.56295711618778
"Faadi el-Mannan","male","arabic",55,55168,"married",16,"employed",12,"earth",80.052422670855,1.55371776625294
"Nicholas Townsend","male","other",21,52675,"married",10,"employed",17,"earth",80.0884912427386,1.55398226911342
"Abood al-Selim","male","arabic",50,101259,"married",23,"employed",15,"earth",132.070227021822,1.93518166482669
"Ashley Kilcrease","female","indigenous",78,76249,"widowed",22,"employed",78,"earth",117.376724805568,1.70426034883341
"Anthony James","male","black",45,57260,"married",18,"employed",18,"earth",117.566841525929,1.82882350452348
"Maya Yankana","female","black",39,85832,"single",20,"employed",20,"earth",105.084881068394,1.63050928641037
"Nicole Butler","female","black",46,37200,"single",12,"employed",16,"earth",79.4785932140518,1.47687155928431
"Jaki Kelly","male","black",47,54796,"single",18,"employed",16,"earth",103.728601658253,1.72734307882719
"Sanjna Clark","female","asian",32,39094,"single",12,"employed",31,"earth",84.8326728708518,1.50899603722511
"Kiara Legg","female","black",47,44972,"single",16,"employed",16,"earth",114.227593995697,1.68536556397418
"Arif Wang","male","asian",27,43357,"married",16,"employed",20,"earth",108.011354861942,1.75874993565424
"Emily Ishizuki","female","asian",32,69231,"married",16,"employed",31,"earth",99.6907806079372,1.59814468364762
"Ryan Hazlehurst","male","asian",30,46682,"single",12,"employed",26,"earth",87.5834197348935,1.60894507805589
"Maggie Locke","female","black",42,61625,"married",22,"employed",18,"earth",124.705770859234,1.74823462515541
"Logan Hidalgo","male","white",20,88407,"single",13,"employed",16,"earth",94.9063361111154,1.66264646481485
"Falisha Lansing","female","indigenous",69,80886,"divorced",14,"employed",1,"earth",97.7140696274791,1.58628441776487
"Aubrey Dworak","female","white",21,51041,"married",14,"employed",17,"earth",98.3790936889303,1.59027456213358
"Baasim el-Elbaz","male","arabic",52,163528,"divorced",15,"employed",13,"earth",102.54538410036,1.71866615006931
"Angelica Cha","nonbinary","asian",27,73063,"single",11,"employed",21,"earth",86.064236481138,1.51638541888683
"Martha Pritchett","female","black",46,41449,"married",14,"employed",16,"earth",76.289906232538,1.45773943739523
"Fate Diedrich","male","black",39,47011,"single",15,"employed",20,"earth",89.2577432721821,1.62122345066267
"Raheema el-Mitri","female","arabic",50,62647,"married",19,"employed",15,"earth",106.755528893657,1.64053317336194
"Jacqueline Yambao","female","asian",32,76161,"married",16,"employed",31,"earth",101.138738085603,1.60683242851362
"Survoy Shoeboot","male","black",42,46567,"divorced",17,"employed",18,"earth",119.22278992101,1.8409671260874
"Joshua Jackson","male","black",40,119381,"married",16,"employed",20,"earth",98.4834192169306,1.68887840759082
"Andrew Shreve","nonbinary","white",25,67225,"single",16,"employed",17,"earth",113.562820276009,1.68137692165605
"Bryant Hayes","male","black",44,63940,"married",14,"employed",18,"earth",103.967585953028,1.72909563032221
"Zackieus Cabral","male","indigenous",69,135324,"married",12,"employed",1,"earth",100.181852295652,1.70133358350145
"Anthony Swanson","male","indigenous",72,75048,"divorced",16,"employed",0,"earth",98.1117383042598,1.68615274756457
"Alyssa Phan","female","asian",31,150837,"married",18,"employed",28,"earth",103.680771853596,1.62208463112158
"Abdul Jaleel el-Omer","male","arabic",52,103161,"married",24,"employed",14,"earth",131.734757376855,1.93272155409693
"Vincent Morgan","male","black",43,108052,"married",14,"employed",18,"earth",99.7521716431911,1.69818259205007
"Adriano Pedersen","male","asian",30,73042,"married",16,"employed",26,"earth",87.0454805098907,1.60500019040586
"Ramon Pasillas","male","hispanic",59,161408,"married",16,"employed",6,"earth",96.690616179229,1.67573118531435
"Anthony Washington","male","black",41,116543,"married",18,"employed",18,"earth",104.659315513127,1.73416831376293
"Kylie Mcgibben","female","white",25,66726,"single",12,"employed",17,"earth",101.960699046035,1.61176419427621
"Jocelyn Ware","nonbinary","black",44,209414,"married",16,"employed",18,"earth",111.598099147326,1.66958859488396
"Shannon Kim","female","asian",27,92740,"married",12,"employed",20,"earth",78.0201154910318,1.46812069294619
"Caleb Harrington","male","asian",34,50712,"married",22,"employed",30,"earth",108.475477503939,1.76215350169555
"Deanna Gonzales","female","hispanic",59,48433,"married",12,"employed",6,"earth",91.2206562633633,1.54732393758018
"Janiro Kizer","male","black",44,77530,"divorced",18,"employed",18,"earth",110.745263742269,1.77879860077664
"Melinda Matsushima","female","other",31,59505,"married",16,"employed",29,"earth",99.0499356522942,1.59429961391377
